userId	geneSymbol	geneName	entrezgene	gLink
GGT1	GGT1	gamma-glutamyltransferase 1	2678	https://www.ncbi.nlm.nih.gov/gene/?term=2678
SGTA	SGTA	small glutamine rich tetratricopeptide repeat containing alpha	6449	https://www.ncbi.nlm.nih.gov/gene/?term=6449
KAT2B	KAT2B	lysine acetyltransferase 2B	8850	https://www.ncbi.nlm.nih.gov/gene/?term=8850
PDLIM7	PDLIM7	PDZ and LIM domain 7	9260	https://www.ncbi.nlm.nih.gov/gene/?term=9260
VCPIP1	VCPIP1	valosin containing protein interacting protein 1	80124	https://www.ncbi.nlm.nih.gov/gene/?term=80124
ARAP3	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	64411	https://www.ncbi.nlm.nih.gov/gene/?term=64411
HULC	HULC	hepatocellular carcinoma up-regulated long non-coding RNA	728655	https://www.ncbi.nlm.nih.gov/gene/?term=728655
IL17RE	IL17RE	interleukin 17 receptor E	132014	https://www.ncbi.nlm.nih.gov/gene/?term=132014
PPP6R2	PPP6R2	protein phosphatase 6 regulatory subunit 2	9701	https://www.ncbi.nlm.nih.gov/gene/?term=9701
CDC42EP3	CDC42EP3	CDC42 effector protein 3	10602	https://www.ncbi.nlm.nih.gov/gene/?term=10602
ZNF286A	ZNF286A	zinc finger protein 286A	57335	https://www.ncbi.nlm.nih.gov/gene/?term=57335
ATP6V1A	ATP6V1A	ATPase H+ transporting V1 subunit A	523	https://www.ncbi.nlm.nih.gov/gene/?term=523
FLJ46284	FLJ46284	uncharacterized LOC441369	441369	https://www.ncbi.nlm.nih.gov/gene/?term=441369
BMP1	BMP1	bone morphogenetic protein 1	649	https://www.ncbi.nlm.nih.gov/gene/?term=649
LGALS8	LGALS8	galectin 8	3964	https://www.ncbi.nlm.nih.gov/gene/?term=3964
WWC2	WWC2	WW and C2 domain containing 2	80014	https://www.ncbi.nlm.nih.gov/gene/?term=80014
ARMC10	ARMC10	armadillo repeat containing 10	83787	https://www.ncbi.nlm.nih.gov/gene/?term=83787
PIGG	PIGG	phosphatidylinositol glycan anchor biosynthesis class G	54872	https://www.ncbi.nlm.nih.gov/gene/?term=54872
PHC3	PHC3	polyhomeotic homolog 3	80012	https://www.ncbi.nlm.nih.gov/gene/?term=80012
TRIM7	TRIM7	tripartite motif containing 7	81786	https://www.ncbi.nlm.nih.gov/gene/?term=81786
MYO5B	MYO5B	myosin VB	4645	https://www.ncbi.nlm.nih.gov/gene/?term=4645
GDPD3	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3	79153	https://www.ncbi.nlm.nih.gov/gene/?term=79153
CHML	CHML	CHM like, Rab escort protein 2	1122	https://www.ncbi.nlm.nih.gov/gene/?term=1122
DNAJC11	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11	55735	https://www.ncbi.nlm.nih.gov/gene/?term=55735
DDX20	DDX20	DEAD-box helicase 20	11218	https://www.ncbi.nlm.nih.gov/gene/?term=11218
SNX29	SNX29	sorting nexin 29	92017	https://www.ncbi.nlm.nih.gov/gene/?term=92017
RBBP4	RBBP4	RB binding protein 4, chromatin remodeling factor	5928	https://www.ncbi.nlm.nih.gov/gene/?term=5928
SMYD5	SMYD5	SMYD family member 5	10322	https://www.ncbi.nlm.nih.gov/gene/?term=10322
XPO4	XPO4	exportin 4	64328	https://www.ncbi.nlm.nih.gov/gene/?term=64328
ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	https://www.ncbi.nlm.nih.gov/gene/?term=23527
MRE11	MRE11	MRE11 homolog, double strand break repair nuclease	4361	https://www.ncbi.nlm.nih.gov/gene/?term=4361
PPIL1	PPIL1	peptidylprolyl isomerase like 1	51645	https://www.ncbi.nlm.nih.gov/gene/?term=51645
MGAT4B	MGAT4B	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B	11282	https://www.ncbi.nlm.nih.gov/gene/?term=11282
CCDC28A	CCDC28A	coiled-coil domain containing 28A	25901	https://www.ncbi.nlm.nih.gov/gene/?term=25901
IFT80	IFT80	intraflagellar transport 80	57560	https://www.ncbi.nlm.nih.gov/gene/?term=57560
PPP2R5A	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha	5525	https://www.ncbi.nlm.nih.gov/gene/?term=5525
BTN2A2	BTN2A2	butyrophilin subfamily 2 member A2	10385	https://www.ncbi.nlm.nih.gov/gene/?term=10385
KLHL21	KLHL21	kelch like family member 21	9903	https://www.ncbi.nlm.nih.gov/gene/?term=9903
TPD52	TPD52	tumor protein D52	7163	https://www.ncbi.nlm.nih.gov/gene/?term=7163
ZNF460-AS1	ZNF460-AS1	ZNF460 antisense RNA 1	105372476	https://www.ncbi.nlm.nih.gov/gene/?term=105372476
LRRC34	LRRC34	leucine rich repeat containing 34	151827	https://www.ncbi.nlm.nih.gov/gene/?term=151827
SNRPB2	SNRPB2	small nuclear ribonucleoprotein polypeptide B2	6629	https://www.ncbi.nlm.nih.gov/gene/?term=6629
HABP4	HABP4	hyaluronan binding protein 4	22927	https://www.ncbi.nlm.nih.gov/gene/?term=22927
WDR12	WDR12	WD repeat domain 12	55759	https://www.ncbi.nlm.nih.gov/gene/?term=55759
FLJ37453	FLJ37453	uncharacterized LOC729614	729614	https://www.ncbi.nlm.nih.gov/gene/?term=729614
CDK6	CDK6	cyclin dependent kinase 6	1021	https://www.ncbi.nlm.nih.gov/gene/?term=1021
WSB1	WSB1	WD repeat and SOCS box containing 1	26118	https://www.ncbi.nlm.nih.gov/gene/?term=26118
ZBTB22	ZBTB22	zinc finger and BTB domain containing 22	9278	https://www.ncbi.nlm.nih.gov/gene/?term=9278
CRTC3-AS1	CRTC3-AS1	CRTC3 antisense RNA 1	101926895	https://www.ncbi.nlm.nih.gov/gene/?term=101926895
UCKL1	UCKL1	uridine-cytidine kinase 1 like 1	54963	https://www.ncbi.nlm.nih.gov/gene/?term=54963
PPP5C	PPP5C	protein phosphatase 5 catalytic subunit	5536	https://www.ncbi.nlm.nih.gov/gene/?term=5536
ZNF204P	ZNF204P	zinc finger protein 204, pseudogene	7754	https://www.ncbi.nlm.nih.gov/gene/?term=7754
SPSB2	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2	84727	https://www.ncbi.nlm.nih.gov/gene/?term=84727
SLC35F2	SLC35F2	solute carrier family 35 member F2	54733	https://www.ncbi.nlm.nih.gov/gene/?term=54733
PLEKHA8P1	PLEKHA8P1	pleckstrin homology domain containing A8 pseudogene 1	51054	https://www.ncbi.nlm.nih.gov/gene/?term=51054
HMGN5	HMGN5	high mobility group nucleosome binding domain 5	79366	https://www.ncbi.nlm.nih.gov/gene/?term=79366
BANP	BANP	BTG3 associated nuclear protein	54971	https://www.ncbi.nlm.nih.gov/gene/?term=54971
PPP1R3F	PPP1R3F	protein phosphatase 1 regulatory subunit 3F	89801	https://www.ncbi.nlm.nih.gov/gene/?term=89801
YPEL2	YPEL2	yippee like 2	388403	https://www.ncbi.nlm.nih.gov/gene/?term=388403
TMEM219	TMEM219	transmembrane protein 219	124446	https://www.ncbi.nlm.nih.gov/gene/?term=124446
ERVK3-1	ERVK3-1	endogenous retrovirus group K3 member 1	105372481	https://www.ncbi.nlm.nih.gov/gene/?term=105372481
ZEB2	ZEB2	zinc finger E-box binding homeobox 2	9839	https://www.ncbi.nlm.nih.gov/gene/?term=9839
AP2M1	AP2M1	adaptor related protein complex 2 subunit mu 1	1173	https://www.ncbi.nlm.nih.gov/gene/?term=1173
DGAT1	DGAT1	diacylglycerol O-acyltransferase 1	8694	https://www.ncbi.nlm.nih.gov/gene/?term=8694
ATP5PO	ATP5PO	ATP synthase peripheral stalk subunit OSCP	539	https://www.ncbi.nlm.nih.gov/gene/?term=539
GABPB1-AS1	GABPB1-AS1	GABPB1 antisense RNA 1	100129387	https://www.ncbi.nlm.nih.gov/gene/?term=100129387
TOM1L2	TOM1L2	target of myb1 like 2 membrane trafficking protein	146691	https://www.ncbi.nlm.nih.gov/gene/?term=146691
LRP12	LRP12	LDL receptor related protein 12	29967	https://www.ncbi.nlm.nih.gov/gene/?term=29967
SUV39H2	SUV39H2	suppressor of variegation 3-9 homolog 2	79723	https://www.ncbi.nlm.nih.gov/gene/?term=79723
AP5M1	AP5M1	adaptor related protein complex 5 subunit mu 1	55745	https://www.ncbi.nlm.nih.gov/gene/?term=55745
ZNF81	ZNF81	zinc finger protein 81	347344	https://www.ncbi.nlm.nih.gov/gene/?term=347344
FIGN	FIGN	fidgetin, microtubule severing factor	55137	https://www.ncbi.nlm.nih.gov/gene/?term=55137
LINC01315	LINC01315	long intergenic non-protein coding RNA 1315	102723775	https://www.ncbi.nlm.nih.gov/gene/?term=102723775
SCG5	SCG5	secretogranin V	6447	https://www.ncbi.nlm.nih.gov/gene/?term=6447
CCDC112	CCDC112	coiled-coil domain containing 112	153733	https://www.ncbi.nlm.nih.gov/gene/?term=153733
LINC00634	LINC00634	long intergenic non-protein coding RNA 634	339674	https://www.ncbi.nlm.nih.gov/gene/?term=339674
PNN	PNN	pinin, desmosome associated protein	5411	https://www.ncbi.nlm.nih.gov/gene/?term=5411
KDSR	KDSR	3-ketodihydrosphingosine reductase	2531	https://www.ncbi.nlm.nih.gov/gene/?term=2531
ANKRD42	ANKRD42	ankyrin repeat domain 42	338699	https://www.ncbi.nlm.nih.gov/gene/?term=338699
SLC25A19	SLC25A19	solute carrier family 25 member 19	60386	https://www.ncbi.nlm.nih.gov/gene/?term=60386
ANKRD13A	ANKRD13A	ankyrin repeat domain 13A	88455	https://www.ncbi.nlm.nih.gov/gene/?term=88455
CNPY3	CNPY3	canopy FGF signaling regulator 3	10695	https://www.ncbi.nlm.nih.gov/gene/?term=10695
NDUFAB1	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	4706	https://www.ncbi.nlm.nih.gov/gene/?term=4706
PFKFB4	PFKFB4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	5210	https://www.ncbi.nlm.nih.gov/gene/?term=5210
OSBP2	OSBP2	oxysterol binding protein 2	23762	https://www.ncbi.nlm.nih.gov/gene/?term=23762
NUSAP1	NUSAP1	nucleolar and spindle associated protein 1	51203	https://www.ncbi.nlm.nih.gov/gene/?term=51203
SPATA25	SPATA25	spermatogenesis associated 25	128497	https://www.ncbi.nlm.nih.gov/gene/?term=128497
ATXN7L3B	ATXN7L3B	ataxin 7 like 3B	552889	https://www.ncbi.nlm.nih.gov/gene/?term=552889
CASD1	CASD1	CAS1 domain containing 1	64921	https://www.ncbi.nlm.nih.gov/gene/?term=64921
TMEM179B	TMEM179B	transmembrane protein 179B	374395	https://www.ncbi.nlm.nih.gov/gene/?term=374395
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	https://www.ncbi.nlm.nih.gov/gene/?term=38
NOP16	NOP16	NOP16 nucleolar protein	51491	https://www.ncbi.nlm.nih.gov/gene/?term=51491
ASB6	ASB6	ankyrin repeat and SOCS box containing 6	140459	https://www.ncbi.nlm.nih.gov/gene/?term=140459
RHPN1-AS1	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	78998	https://www.ncbi.nlm.nih.gov/gene/?term=78998
GCATP1	GCATP1	glycine C-acetyltransferase pseudogene 1	319140	https://www.ncbi.nlm.nih.gov/gene/?term=319140
SEC24B-AS1	SEC24B-AS1	SEC24B antisense RNA 1	100533182	https://www.ncbi.nlm.nih.gov/gene/?term=100533182
TUSC1	TUSC1	tumor suppressor candidate 1	286319	https://www.ncbi.nlm.nih.gov/gene/?term=286319
VAV2	VAV2	vav guanine nucleotide exchange factor 2	7410	https://www.ncbi.nlm.nih.gov/gene/?term=7410
TMEM43	TMEM43	transmembrane protein 43	79188	https://www.ncbi.nlm.nih.gov/gene/?term=79188
SMARCB1	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	6598	https://www.ncbi.nlm.nih.gov/gene/?term=6598
ANXA9	ANXA9	annexin A9	8416	https://www.ncbi.nlm.nih.gov/gene/?term=8416
HEXA	HEXA	hexosaminidase subunit alpha	3073	https://www.ncbi.nlm.nih.gov/gene/?term=3073
ROCK1	ROCK1	Rho associated coiled-coil containing protein kinase 1	6093	https://www.ncbi.nlm.nih.gov/gene/?term=6093
DDOST	DDOST	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit	1650	https://www.ncbi.nlm.nih.gov/gene/?term=1650
CRYZP1	CRYZP1	crystallin zeta pseudogene 1	1430	https://www.ncbi.nlm.nih.gov/gene/?term=1430
KPNA5	KPNA5	karyopherin subunit alpha 5	3841	https://www.ncbi.nlm.nih.gov/gene/?term=3841
EXTL1	EXTL1	exostosin like glycosyltransferase 1	2134	https://www.ncbi.nlm.nih.gov/gene/?term=2134
ARRDC2	ARRDC2	arrestin domain containing 2	27106	https://www.ncbi.nlm.nih.gov/gene/?term=27106
PRSS53	PRSS53	serine protease 53	339105	https://www.ncbi.nlm.nih.gov/gene/?term=339105
AMER1	AMER1	APC membrane recruitment protein 1	139285	https://www.ncbi.nlm.nih.gov/gene/?term=139285
TBCE	TBCE	tubulin folding cofactor E	6905	https://www.ncbi.nlm.nih.gov/gene/?term=6905
IGIP	IGIP	IgA inducing protein	492311	https://www.ncbi.nlm.nih.gov/gene/?term=492311
GUSBP9	GUSBP9	glucuronidase, beta pseudogene 9	100049076	https://www.ncbi.nlm.nih.gov/gene/?term=100049076
LMAN2	LMAN2	lectin, mannose binding 2	10960	https://www.ncbi.nlm.nih.gov/gene/?term=10960
DPY19L2	DPY19L2	dpy-19 like 2	283417	https://www.ncbi.nlm.nih.gov/gene/?term=283417
DCTN2	DCTN2	dynactin subunit 2	10540	https://www.ncbi.nlm.nih.gov/gene/?term=10540
DCUN1D2	DCUN1D2	defective in cullin neddylation 1 domain containing 2	55208	https://www.ncbi.nlm.nih.gov/gene/?term=55208
SYNE2	SYNE2	spectrin repeat containing nuclear envelope protein 2	23224	https://www.ncbi.nlm.nih.gov/gene/?term=23224
GSTT2	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)	2953	https://www.ncbi.nlm.nih.gov/gene/?term=2953
HSPE1	HSPE1	heat shock protein family E (Hsp10) member 1	3336	https://www.ncbi.nlm.nih.gov/gene/?term=3336
NCK1-DT	NCK1-DT	NCK1 divergent transcript	101927597	https://www.ncbi.nlm.nih.gov/gene/?term=101927597
RC3H2	RC3H2	ring finger and CCCH-type domains 2	54542	https://www.ncbi.nlm.nih.gov/gene/?term=54542
PLCD1	PLCD1	phospholipase C delta 1	5333	https://www.ncbi.nlm.nih.gov/gene/?term=5333
ANKRD50	ANKRD50	ankyrin repeat domain 50	57182	https://www.ncbi.nlm.nih.gov/gene/?term=57182
ZGRF1	ZGRF1	zinc finger GRF-type containing 1	55345	https://www.ncbi.nlm.nih.gov/gene/?term=55345
RANGAP1	RANGAP1	Ran GTPase activating protein 1	5905	https://www.ncbi.nlm.nih.gov/gene/?term=5905
FCHO1	FCHO1	FCH domain only 1	23149	https://www.ncbi.nlm.nih.gov/gene/?term=23149
ATP5MG	ATP5MG	ATP synthase membrane subunit g	10632	https://www.ncbi.nlm.nih.gov/gene/?term=10632
ATG16L2	ATG16L2	autophagy related 16 like 2	89849	https://www.ncbi.nlm.nih.gov/gene/?term=89849
PIK3CA	PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha	5290	https://www.ncbi.nlm.nih.gov/gene/?term=5290
ZNF850	ZNF850	zinc finger protein 850	342892	https://www.ncbi.nlm.nih.gov/gene/?term=342892
NDRG4	NDRG4	NDRG family member 4	65009	https://www.ncbi.nlm.nih.gov/gene/?term=65009
ANKRA2	ANKRA2	ankyrin repeat family A member 2	57763	https://www.ncbi.nlm.nih.gov/gene/?term=57763
ATP6V1E2	ATP6V1E2	ATPase H+ transporting V1 subunit E2	90423	https://www.ncbi.nlm.nih.gov/gene/?term=90423
SKP2	SKP2	S-phase kinase associated protein 2	6502	https://www.ncbi.nlm.nih.gov/gene/?term=6502
NAPG	NAPG	NSF attachment protein gamma	8774	https://www.ncbi.nlm.nih.gov/gene/?term=8774
LRRC59	LRRC59	leucine rich repeat containing 59	55379	https://www.ncbi.nlm.nih.gov/gene/?term=55379
DAZAP1	DAZAP1	DAZ associated protein 1	26528	https://www.ncbi.nlm.nih.gov/gene/?term=26528
SEC22B	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)	9554	https://www.ncbi.nlm.nih.gov/gene/?term=9554
C19orf48	C19orf48	chromosome 19 open reading frame 48	84798	https://www.ncbi.nlm.nih.gov/gene/?term=84798
TMED9	TMED9	transmembrane p24 trafficking protein 9	54732	https://www.ncbi.nlm.nih.gov/gene/?term=54732
QPRT	QPRT	quinolinate phosphoribosyltransferase	23475	https://www.ncbi.nlm.nih.gov/gene/?term=23475
ATP1B1	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	481	https://www.ncbi.nlm.nih.gov/gene/?term=481
SNRNP35	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35	11066	https://www.ncbi.nlm.nih.gov/gene/?term=11066
TBC1D8	TBC1D8	TBC1 domain family member 8	11138	https://www.ncbi.nlm.nih.gov/gene/?term=11138
TBCC	TBCC	tubulin folding cofactor C	6903	https://www.ncbi.nlm.nih.gov/gene/?term=6903
ANP32A	ANP32A	acidic nuclear phosphoprotein 32 family member A	8125	https://www.ncbi.nlm.nih.gov/gene/?term=8125
PACS1	PACS1	phosphofurin acidic cluster sorting protein 1	55690	https://www.ncbi.nlm.nih.gov/gene/?term=55690
FLJ12825	FLJ12825	uncharacterized LOC440101	440101	https://www.ncbi.nlm.nih.gov/gene/?term=440101
WDR6	WDR6	WD repeat domain 6	11180	https://www.ncbi.nlm.nih.gov/gene/?term=11180
PRCC	PRCC	proline rich mitotic checkpoint control factor	5546	https://www.ncbi.nlm.nih.gov/gene/?term=5546
DECR2	DECR2	2,4-dienoyl-CoA reductase 2	26063	https://www.ncbi.nlm.nih.gov/gene/?term=26063
LINC00910	LINC00910	long intergenic non-protein coding RNA 910	100130581	https://www.ncbi.nlm.nih.gov/gene/?term=100130581
ZBTB20	ZBTB20	zinc finger and BTB domain containing 20	26137	https://www.ncbi.nlm.nih.gov/gene/?term=26137
SHLD3	SHLD3	shieldin complex subunit 3	112441434	https://www.ncbi.nlm.nih.gov/gene/?term=112441434
TPST2	TPST2	tyrosylprotein sulfotransferase 2	8459	https://www.ncbi.nlm.nih.gov/gene/?term=8459
NDUFB3	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3	4709	https://www.ncbi.nlm.nih.gov/gene/?term=4709
DSTYK	DSTYK	dual serine/threonine and tyrosine protein kinase	25778	https://www.ncbi.nlm.nih.gov/gene/?term=25778
ABCB6	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	10058	https://www.ncbi.nlm.nih.gov/gene/?term=10058
HNRNPH3	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	3189	https://www.ncbi.nlm.nih.gov/gene/?term=3189
SNX13	SNX13	sorting nexin 13	23161	https://www.ncbi.nlm.nih.gov/gene/?term=23161
C9orf163	C9orf163	chromosome 9 open reading frame 163	158055	https://www.ncbi.nlm.nih.gov/gene/?term=158055
PMM1	PMM1	phosphomannomutase 1	5372	https://www.ncbi.nlm.nih.gov/gene/?term=5372
C1orf112	C1orf112	chromosome 1 open reading frame 112	55732	https://www.ncbi.nlm.nih.gov/gene/?term=55732
DYRK3	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	8444	https://www.ncbi.nlm.nih.gov/gene/?term=8444
SCAMP3	SCAMP3	secretory carrier membrane protein 3	10067	https://www.ncbi.nlm.nih.gov/gene/?term=10067
HSDL2	HSDL2	hydroxysteroid dehydrogenase like 2	84263	https://www.ncbi.nlm.nih.gov/gene/?term=84263
MMGT1	MMGT1	membrane magnesium transporter 1	93380	https://www.ncbi.nlm.nih.gov/gene/?term=93380
PKD2	PKD2	polycystin 2, transient receptor potential cation channel	5311	https://www.ncbi.nlm.nih.gov/gene/?term=5311
PCDHGC3	PCDHGC3	protocadherin gamma subfamily C, 3	5098	https://www.ncbi.nlm.nih.gov/gene/?term=5098
MYH3	MYH3	myosin heavy chain 3	4621	https://www.ncbi.nlm.nih.gov/gene/?term=4621
ERBB2	ERBB2	erb-b2 receptor tyrosine kinase 2	2064	https://www.ncbi.nlm.nih.gov/gene/?term=2064
EXOSC8	EXOSC8	exosome component 8	11340	https://www.ncbi.nlm.nih.gov/gene/?term=11340
TPST1	TPST1	tyrosylprotein sulfotransferase 1	8460	https://www.ncbi.nlm.nih.gov/gene/?term=8460
MINK1	MINK1	misshapen like kinase 1	50488	https://www.ncbi.nlm.nih.gov/gene/?term=50488
SCML2	SCML2	Scm polycomb group protein like 2	10389	https://www.ncbi.nlm.nih.gov/gene/?term=10389
KDELR1	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1	10945	https://www.ncbi.nlm.nih.gov/gene/?term=10945
DEPDC7	DEPDC7	DEP domain containing 7	91614	https://www.ncbi.nlm.nih.gov/gene/?term=91614
TAS1R3	TAS1R3	taste 1 receptor member 3	83756	https://www.ncbi.nlm.nih.gov/gene/?term=83756
LRRC37B	LRRC37B	leucine rich repeat containing 37B	114659	https://www.ncbi.nlm.nih.gov/gene/?term=114659
ESR2	ESR2	estrogen receptor 2	2100	https://www.ncbi.nlm.nih.gov/gene/?term=2100
PMAIP1	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366	https://www.ncbi.nlm.nih.gov/gene/?term=5366
C1orf56	C1orf56	chromosome 1 open reading frame 56	54964	https://www.ncbi.nlm.nih.gov/gene/?term=54964
CBWD1	CBWD1	COBW domain containing 1	55871	https://www.ncbi.nlm.nih.gov/gene/?term=55871
RRAGA	RRAGA	Ras related GTP binding A	10670	https://www.ncbi.nlm.nih.gov/gene/?term=10670
GADD45GIP1	GADD45GIP1	GADD45G interacting protein 1	90480	https://www.ncbi.nlm.nih.gov/gene/?term=90480
PSMA7	PSMA7	proteasome subunit alpha 7	5688	https://www.ncbi.nlm.nih.gov/gene/?term=5688
RNF19B	RNF19B	ring finger protein 19B	127544	https://www.ncbi.nlm.nih.gov/gene/?term=127544
FASTKD5	FASTKD5	FAST kinase domains 5	60493	https://www.ncbi.nlm.nih.gov/gene/?term=60493
MAPK8	MAPK8	mitogen-activated protein kinase 8	5599	https://www.ncbi.nlm.nih.gov/gene/?term=5599
WDR27	WDR27	WD repeat domain 27	253769	https://www.ncbi.nlm.nih.gov/gene/?term=253769
ENO2	ENO2	enolase 2	2026	https://www.ncbi.nlm.nih.gov/gene/?term=2026
PPP3CB	PPP3CB	protein phosphatase 3 catalytic subunit beta	5532	https://www.ncbi.nlm.nih.gov/gene/?term=5532
NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	51517	https://www.ncbi.nlm.nih.gov/gene/?term=51517
SLC41A3	SLC41A3	solute carrier family 41 member 3	54946	https://www.ncbi.nlm.nih.gov/gene/?term=54946
NDUFA3	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	4696	https://www.ncbi.nlm.nih.gov/gene/?term=4696
NSMCE3	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	56160	https://www.ncbi.nlm.nih.gov/gene/?term=56160
PITRM1-AS1	PITRM1-AS1	PITRM1 antisense RNA 1	100507034	https://www.ncbi.nlm.nih.gov/gene/?term=100507034
NKIRAS2	NKIRAS2	NFKB inhibitor interacting Ras like 2	28511	https://www.ncbi.nlm.nih.gov/gene/?term=28511
ZNF664	ZNF664	zinc finger protein 664	144348	https://www.ncbi.nlm.nih.gov/gene/?term=144348
C8orf58	C8orf58	chromosome 8 open reading frame 58	541565	https://www.ncbi.nlm.nih.gov/gene/?term=541565
CRADD	CRADD	CASP2 and RIPK1 domain containing adaptor with death domain	8738	https://www.ncbi.nlm.nih.gov/gene/?term=8738
CPNE3	CPNE3	copine 3	8895	https://www.ncbi.nlm.nih.gov/gene/?term=8895
CNTN2	CNTN2	contactin 2	6900	https://www.ncbi.nlm.nih.gov/gene/?term=6900
USF3	USF3	upstream transcription factor family member 3	205717	https://www.ncbi.nlm.nih.gov/gene/?term=205717
NUDT22	NUDT22	nudix hydrolase 22	84304	https://www.ncbi.nlm.nih.gov/gene/?term=84304
GOLGA5	GOLGA5	golgin A5	9950	https://www.ncbi.nlm.nih.gov/gene/?term=9950
XPO1	XPO1	exportin 1	7514	https://www.ncbi.nlm.nih.gov/gene/?term=7514
DPYSL3	DPYSL3	dihydropyrimidinase like 3	1809	https://www.ncbi.nlm.nih.gov/gene/?term=1809
IRF1	IRF1	interferon regulatory factor 1	3659	https://www.ncbi.nlm.nih.gov/gene/?term=3659
BCDIN3D	BCDIN3D	BCDIN3 domain containing RNA methyltransferase	144233	https://www.ncbi.nlm.nih.gov/gene/?term=144233
CATSPERE	CATSPERE	catsper channel auxiliary subunit epsilon	257044	https://www.ncbi.nlm.nih.gov/gene/?term=257044
ZNF587	ZNF587	zinc finger protein 587	84914	https://www.ncbi.nlm.nih.gov/gene/?term=84914
RHEBL1	RHEBL1	RHEB like 1	121268	https://www.ncbi.nlm.nih.gov/gene/?term=121268
GALK1	GALK1	galactokinase 1	2584	https://www.ncbi.nlm.nih.gov/gene/?term=2584
PRKCSH	PRKCSH	protein kinase C substrate 80K-H	5589	https://www.ncbi.nlm.nih.gov/gene/?term=5589
ZBTB11	ZBTB11	zinc finger and BTB domain containing 11	27107	https://www.ncbi.nlm.nih.gov/gene/?term=27107
DGKI	DGKI	diacylglycerol kinase iota	9162	https://www.ncbi.nlm.nih.gov/gene/?term=9162
SRRM3	SRRM3	serine/arginine repetitive matrix 3	222183	https://www.ncbi.nlm.nih.gov/gene/?term=222183
IQCH-AS1	IQCH-AS1	IQCH antisense RNA 1	100506686	https://www.ncbi.nlm.nih.gov/gene/?term=100506686
NPIPP1	NPIPP1	nuclear pore complex interacting protein pseudogene 1	100874381	https://www.ncbi.nlm.nih.gov/gene/?term=100874381
YWHAQ	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	10971	https://www.ncbi.nlm.nih.gov/gene/?term=10971
ABHD13	ABHD13	abhydrolase domain containing 13	84945	https://www.ncbi.nlm.nih.gov/gene/?term=84945
ZNF480	ZNF480	zinc finger protein 480	147657	https://www.ncbi.nlm.nih.gov/gene/?term=147657
TRIM3	TRIM3	tripartite motif containing 3	10612	https://www.ncbi.nlm.nih.gov/gene/?term=10612
C1orf21	C1orf21	chromosome 1 open reading frame 21	81563	https://www.ncbi.nlm.nih.gov/gene/?term=81563
TOGARAM1	TOGARAM1	TOG array regulator of axonemal microtubules 1	23116	https://www.ncbi.nlm.nih.gov/gene/?term=23116
CHFR	CHFR	checkpoint with forkhead and ring finger domains	55743	https://www.ncbi.nlm.nih.gov/gene/?term=55743
RPS6KA1	RPS6KA1	ribosomal protein S6 kinase A1	6195	https://www.ncbi.nlm.nih.gov/gene/?term=6195
SIRT4	SIRT4	sirtuin 4	23409	https://www.ncbi.nlm.nih.gov/gene/?term=23409
MAGEE1	MAGEE1	MAGE family member E1	57692	https://www.ncbi.nlm.nih.gov/gene/?term=57692
ZNF326	ZNF326	zinc finger protein 326	284695	https://www.ncbi.nlm.nih.gov/gene/?term=284695
LINC00641	LINC00641	long intergenic non-protein coding RNA 641	283624	https://www.ncbi.nlm.nih.gov/gene/?term=283624
ADK	ADK	adenosine kinase	132	https://www.ncbi.nlm.nih.gov/gene/?term=132
CHCHD7	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	79145	https://www.ncbi.nlm.nih.gov/gene/?term=79145
ZNF37A	ZNF37A	zinc finger protein 37A	7587	https://www.ncbi.nlm.nih.gov/gene/?term=7587
