userId	geneSymbol	geneName	entrezgene	gLink
FRMD5	FRMD5	FERM domain containing 5	84978	https://www.ncbi.nlm.nih.gov/gene/?term=84978
MIR3936HG	MIR3936HG	MIR3936 host gene	553103	https://www.ncbi.nlm.nih.gov/gene/?term=553103
ZNF706	ZNF706	zinc finger protein 706	51123	https://www.ncbi.nlm.nih.gov/gene/?term=51123
MMAA	MMAA	metabolism of cobalamin associated A	166785	https://www.ncbi.nlm.nih.gov/gene/?term=166785
AFG3L1P	AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	172	https://www.ncbi.nlm.nih.gov/gene/?term=172
PAXIP1-AS2	PAXIP1-AS2	PAXIP1 antisense RNA 2	100132707	https://www.ncbi.nlm.nih.gov/gene/?term=100132707
ALOX12B	ALOX12B	arachidonate 12-lipoxygenase, 12R type	242	https://www.ncbi.nlm.nih.gov/gene/?term=242
UXS1	UXS1	UDP-glucuronate decarboxylase 1	80146	https://www.ncbi.nlm.nih.gov/gene/?term=80146
RN7SL832P	RN7SL832P	RNA, 7SL, cytoplasmic 832, pseudogene	106479524	https://www.ncbi.nlm.nih.gov/gene/?term=106479524
PPP1R3F	PPP1R3F	protein phosphatase 1 regulatory subunit 3F	89801	https://www.ncbi.nlm.nih.gov/gene/?term=89801
MTG1	MTG1	mitochondrial ribosome associated GTPase 1	92170	https://www.ncbi.nlm.nih.gov/gene/?term=92170
ADAM23	ADAM23	ADAM metallopeptidase domain 23	8745	https://www.ncbi.nlm.nih.gov/gene/?term=8745
PUS10	PUS10	pseudouridine synthase 10	150962	https://www.ncbi.nlm.nih.gov/gene/?term=150962
FAM171A1	FAM171A1	family with sequence similarity 171 member A1	221061	https://www.ncbi.nlm.nih.gov/gene/?term=221061
MAP3K2	MAP3K2	mitogen-activated protein kinase kinase kinase 2	10746	https://www.ncbi.nlm.nih.gov/gene/?term=10746
PCDHGB7	PCDHGB7	protocadherin gamma subfamily B, 7	56099	https://www.ncbi.nlm.nih.gov/gene/?term=56099
TMEM184B	TMEM184B	transmembrane protein 184B	25829	https://www.ncbi.nlm.nih.gov/gene/?term=25829
HPCAL1	HPCAL1	hippocalcin like 1	3241	https://www.ncbi.nlm.nih.gov/gene/?term=3241
WNK1	WNK1	WNK lysine deficient protein kinase 1	65125	https://www.ncbi.nlm.nih.gov/gene/?term=65125
ZNF736	ZNF736	zinc finger protein 736	728927	https://www.ncbi.nlm.nih.gov/gene/?term=728927
MAP3K11	MAP3K11	mitogen-activated protein kinase kinase kinase 11	4296	https://www.ncbi.nlm.nih.gov/gene/?term=4296
ACOX1	ACOX1	acyl-CoA oxidase 1	51	https://www.ncbi.nlm.nih.gov/gene/?term=51
LRFN1	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	57622	https://www.ncbi.nlm.nih.gov/gene/?term=57622
COPA	COPA	coatomer protein complex subunit alpha	1314	https://www.ncbi.nlm.nih.gov/gene/?term=1314
NSF	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	4905	https://www.ncbi.nlm.nih.gov/gene/?term=4905
SAMHD1	SAMHD1	SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1	25939	https://www.ncbi.nlm.nih.gov/gene/?term=25939
CLTC	CLTC	clathrin heavy chain	1213	https://www.ncbi.nlm.nih.gov/gene/?term=1213
FOCAD	FOCAD	focadhesin	54914	https://www.ncbi.nlm.nih.gov/gene/?term=54914
CAB39L	CAB39L	calcium binding protein 39 like	81617	https://www.ncbi.nlm.nih.gov/gene/?term=81617
RAP1B	RAP1B	RAP1B, member of RAS oncogene family	5908	https://www.ncbi.nlm.nih.gov/gene/?term=5908
ACSL4	ACSL4	acyl-CoA synthetase long chain family member 4	2182	https://www.ncbi.nlm.nih.gov/gene/?term=2182
SPRYD3	SPRYD3	SPRY domain containing 3	84926	https://www.ncbi.nlm.nih.gov/gene/?term=84926
ATF1	ATF1	activating transcription factor 1	466	https://www.ncbi.nlm.nih.gov/gene/?term=466
IQCD	IQCD	IQ motif containing D	115811	https://www.ncbi.nlm.nih.gov/gene/?term=115811
GSTM4	GSTM4	glutathione S-transferase mu 4	2948	https://www.ncbi.nlm.nih.gov/gene/?term=2948
WDR7	WDR7	WD repeat domain 7	23335	https://www.ncbi.nlm.nih.gov/gene/?term=23335
DGKH	DGKH	diacylglycerol kinase eta	160851	https://www.ncbi.nlm.nih.gov/gene/?term=160851
ARID3A	ARID3A	AT-rich interaction domain 3A	1820	https://www.ncbi.nlm.nih.gov/gene/?term=1820
ARHGAP24	ARHGAP24	Rho GTPase activating protein 24	83478	https://www.ncbi.nlm.nih.gov/gene/?term=83478
SH2B2	SH2B2	SH2B adaptor protein 2	10603	https://www.ncbi.nlm.nih.gov/gene/?term=10603
NAA80	NAA80	N(alpha)-acetyltransferase 80, NatH catalytic subunit	24142	https://www.ncbi.nlm.nih.gov/gene/?term=24142
LINC01515	LINC01515	long intergenic non-protein coding RNA 1515	101928913	https://www.ncbi.nlm.nih.gov/gene/?term=101928913
CEP85L	CEP85L	centrosomal protein 85 like	387119	https://www.ncbi.nlm.nih.gov/gene/?term=387119
ROCK1	ROCK1	Rho associated coiled-coil containing protein kinase 1	6093	https://www.ncbi.nlm.nih.gov/gene/?term=6093
PTGES3P1	PTGES3P1	prostaglandin E synthase 3 pseudogene 1	284672	https://www.ncbi.nlm.nih.gov/gene/?term=284672
NFE2L2	NFE2L2	nuclear factor, erythroid 2 like 2	4780	https://www.ncbi.nlm.nih.gov/gene/?term=4780
HELB	HELB	DNA helicase B	92797	https://www.ncbi.nlm.nih.gov/gene/?term=92797
ZFPL1	ZFPL1	zinc finger protein like 1	7542	https://www.ncbi.nlm.nih.gov/gene/?term=7542
RNF149	RNF149	ring finger protein 149	284996	https://www.ncbi.nlm.nih.gov/gene/?term=284996
RNF32	RNF32	ring finger protein 32	140545	https://www.ncbi.nlm.nih.gov/gene/?term=140545
URB1	URB1	URB1 ribosome biogenesis homolog	9875	https://www.ncbi.nlm.nih.gov/gene/?term=9875
TCEAL1	TCEAL1	transcription elongation factor A like 1	9338	https://www.ncbi.nlm.nih.gov/gene/?term=9338
CPLANE1	CPLANE1	ciliogenesis and planar polarity effector 1	65250	https://www.ncbi.nlm.nih.gov/gene/?term=65250
EPCAM-DT	EPCAM-DT	EPCAM divergent transcript	101927043	https://www.ncbi.nlm.nih.gov/gene/?term=101927043
CCT4	CCT4	chaperonin containing TCP1 subunit 4	10575	https://www.ncbi.nlm.nih.gov/gene/?term=10575
GNB4	GNB4	G protein subunit beta 4	59345	https://www.ncbi.nlm.nih.gov/gene/?term=59345
SYCP2L	SYCP2L	synaptonemal complex protein 2 like	221711	https://www.ncbi.nlm.nih.gov/gene/?term=221711
LRRFIP1	LRRFIP1	LRR binding FLII interacting protein 1	9208	https://www.ncbi.nlm.nih.gov/gene/?term=9208
CYP4F26P	CYP4F26P	cytochrome P450 family 4 subfamily F member 26, pseudogene	106478958	https://www.ncbi.nlm.nih.gov/gene/?term=106478958
OSGIN2	OSGIN2	oxidative stress induced growth inhibitor family member 2	734	https://www.ncbi.nlm.nih.gov/gene/?term=734
OTULIN	OTULIN	OTU deubiquitinase with linear linkage specificity	90268	https://www.ncbi.nlm.nih.gov/gene/?term=90268
BLMH	BLMH	bleomycin hydrolase	642	https://www.ncbi.nlm.nih.gov/gene/?term=642
FERMT2	FERMT2	fermitin family member 2	10979	https://www.ncbi.nlm.nih.gov/gene/?term=10979
PPP1R12A	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	4659	https://www.ncbi.nlm.nih.gov/gene/?term=4659
XPO1	XPO1	exportin 1	7514	https://www.ncbi.nlm.nih.gov/gene/?term=7514
ENOX2	ENOX2	ecto-NOX disulfide-thiol exchanger 2	10495	https://www.ncbi.nlm.nih.gov/gene/?term=10495
ST13	ST13	ST13, Hsp70 interacting protein	6767	https://www.ncbi.nlm.nih.gov/gene/?term=6767
TSC22D1	TSC22D1	TSC22 domain family member 1	8848	https://www.ncbi.nlm.nih.gov/gene/?term=8848
USP12	USP12	ubiquitin specific peptidase 12	219333	https://www.ncbi.nlm.nih.gov/gene/?term=219333
TRIM2	TRIM2	tripartite motif containing 2	23321	https://www.ncbi.nlm.nih.gov/gene/?term=23321
NPLOC4	NPLOC4	NPL4 homolog, ubiquitin recognition factor	55666	https://www.ncbi.nlm.nih.gov/gene/?term=55666
BBX	BBX	BBX, HMG-box containing	56987	https://www.ncbi.nlm.nih.gov/gene/?term=56987
FKBP9	FKBP9	FKBP prolyl isomerase 9	11328	https://www.ncbi.nlm.nih.gov/gene/?term=11328
CIITA	CIITA	class II major histocompatibility complex transactivator	4261	https://www.ncbi.nlm.nih.gov/gene/?term=4261
PCBP1	PCBP1	poly(rC) binding protein 1	5093	https://www.ncbi.nlm.nih.gov/gene/?term=5093
DACT3-AS1	DACT3-AS1	DACT3 antisense RNA 1	100506068	https://www.ncbi.nlm.nih.gov/gene/?term=100506068
RAB1A	RAB1A	RAB1A, member RAS oncogene family	5861	https://www.ncbi.nlm.nih.gov/gene/?term=5861
LRP12	LRP12	LDL receptor related protein 12	29967	https://www.ncbi.nlm.nih.gov/gene/?term=29967
CABLES2	CABLES2	Cdk5 and Abl enzyme substrate 2	81928	https://www.ncbi.nlm.nih.gov/gene/?term=81928
SLC35E1	SLC35E1	solute carrier family 35 member E1	79939	https://www.ncbi.nlm.nih.gov/gene/?term=79939
PHYHIP	PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein	9796	https://www.ncbi.nlm.nih.gov/gene/?term=9796
EML4	EML4	EMAP like 4	27436	https://www.ncbi.nlm.nih.gov/gene/?term=27436
LPCAT1	LPCAT1	lysophosphatidylcholine acyltransferase 1	79888	https://www.ncbi.nlm.nih.gov/gene/?term=79888
GRK5	GRK5	G protein-coupled receptor kinase 5	2869	https://www.ncbi.nlm.nih.gov/gene/?term=2869
PLXNB1	PLXNB1	plexin B1	5364	https://www.ncbi.nlm.nih.gov/gene/?term=5364
CALM2	CALM2	calmodulin 2	805	https://www.ncbi.nlm.nih.gov/gene/?term=805
EXOC3	EXOC3	exocyst complex component 3	11336	https://www.ncbi.nlm.nih.gov/gene/?term=11336
FLJ37453	FLJ37453	uncharacterized LOC729614	729614	https://www.ncbi.nlm.nih.gov/gene/?term=729614
SERGEF	SERGEF	secretion regulating guanine nucleotide exchange factor	26297	https://www.ncbi.nlm.nih.gov/gene/?term=26297
NBAS	NBAS	neuroblastoma amplified sequence	51594	https://www.ncbi.nlm.nih.gov/gene/?term=51594
FEM1C	FEM1C	fem-1 homolog C	56929	https://www.ncbi.nlm.nih.gov/gene/?term=56929
MIIP	MIIP	migration and invasion inhibitory protein	60672	https://www.ncbi.nlm.nih.gov/gene/?term=60672
NCK1	NCK1	NCK adaptor protein 1	4690	https://www.ncbi.nlm.nih.gov/gene/?term=4690
ACSF3	ACSF3	acyl-CoA synthetase family member 3	197322	https://www.ncbi.nlm.nih.gov/gene/?term=197322
CCDC74A	CCDC74A	coiled-coil domain containing 74A	90557	https://www.ncbi.nlm.nih.gov/gene/?term=90557
LINC00265	LINC00265	long intergenic non-protein coding RNA 265	349114	https://www.ncbi.nlm.nih.gov/gene/?term=349114
RCAN1	RCAN1	regulator of calcineurin 1	1827	https://www.ncbi.nlm.nih.gov/gene/?term=1827
CRYBB2P1	CRYBB2P1	crystallin beta B2 pseudogene 1	1416	https://www.ncbi.nlm.nih.gov/gene/?term=1416
USP34	USP34	ubiquitin specific peptidase 34	9736	https://www.ncbi.nlm.nih.gov/gene/?term=9736
ZBTB7A	ZBTB7A	zinc finger and BTB domain containing 7A	51341	https://www.ncbi.nlm.nih.gov/gene/?term=51341
SNX9	SNX9	sorting nexin 9	51429	https://www.ncbi.nlm.nih.gov/gene/?term=51429
MOB1A	MOB1A	MOB kinase activator 1A	55233	https://www.ncbi.nlm.nih.gov/gene/?term=55233
CC2D2A	CC2D2A	coiled-coil and C2 domain containing 2A	57545	https://www.ncbi.nlm.nih.gov/gene/?term=57545
RBMS1	RBMS1	RNA binding motif single stranded interacting protein 1	5937	https://www.ncbi.nlm.nih.gov/gene/?term=5937
TWIST1	TWIST1	twist family bHLH transcription factor 1	7291	https://www.ncbi.nlm.nih.gov/gene/?term=7291
URGCP	URGCP	upregulator of cell proliferation	55665	https://www.ncbi.nlm.nih.gov/gene/?term=55665
KIF7	KIF7	kinesin family member 7	374654	https://www.ncbi.nlm.nih.gov/gene/?term=374654
TUT7	TUT7	terminal uridylyl transferase 7	79670	https://www.ncbi.nlm.nih.gov/gene/?term=79670
ALDH1B1	ALDH1B1	aldehyde dehydrogenase 1 family member B1	219	https://www.ncbi.nlm.nih.gov/gene/?term=219
MAN2B1	MAN2B1	mannosidase alpha class 2B member 1	4125	https://www.ncbi.nlm.nih.gov/gene/?term=4125
LRRC75B	LRRC75B	leucine rich repeat containing 75B	388886	https://www.ncbi.nlm.nih.gov/gene/?term=388886
SLC24A1	SLC24A1	solute carrier family 24 member 1	9187	https://www.ncbi.nlm.nih.gov/gene/?term=9187
USP32	USP32	ubiquitin specific peptidase 32	84669	https://www.ncbi.nlm.nih.gov/gene/?term=84669
GNAI1	GNAI1	G protein subunit alpha i1	2770	https://www.ncbi.nlm.nih.gov/gene/?term=2770
FBXO4	FBXO4	F-box protein 4	26272	https://www.ncbi.nlm.nih.gov/gene/?term=26272
AP1S2	AP1S2	adaptor related protein complex 1 subunit sigma 2	8905	https://www.ncbi.nlm.nih.gov/gene/?term=8905
NEU1	NEU1	neuraminidase 1	4758	https://www.ncbi.nlm.nih.gov/gene/?term=4758
EIF2AK4	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	440275	https://www.ncbi.nlm.nih.gov/gene/?term=440275
BMP2K	BMP2K	BMP2 inducible kinase	55589	https://www.ncbi.nlm.nih.gov/gene/?term=55589
TNRC18	TNRC18	trinucleotide repeat containing 18	84629	https://www.ncbi.nlm.nih.gov/gene/?term=84629
DCLK2	DCLK2	doublecortin like kinase 2	166614	https://www.ncbi.nlm.nih.gov/gene/?term=166614
ZNF331	ZNF331	zinc finger protein 331	55422	https://www.ncbi.nlm.nih.gov/gene/?term=55422
SHPRH	SHPRH	SNF2 histone linker PHD RING helicase	257218	https://www.ncbi.nlm.nih.gov/gene/?term=257218
EHHADH	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase	1962	https://www.ncbi.nlm.nih.gov/gene/?term=1962
ATN1	ATN1	atrophin 1	1822	https://www.ncbi.nlm.nih.gov/gene/?term=1822
ZCCHC14	ZCCHC14	zinc finger CCHC-type containing 14	23174	https://www.ncbi.nlm.nih.gov/gene/?term=23174
SMURF2	SMURF2	SMAD specific E3 ubiquitin protein ligase 2	64750	https://www.ncbi.nlm.nih.gov/gene/?term=64750
EBLN3P	EBLN3P	endogenous Bornavirus-like nucleoprotein 3, pseudogene	100506710	https://www.ncbi.nlm.nih.gov/gene/?term=100506710
UBA1	UBA1	ubiquitin like modifier activating enzyme 1	7317	https://www.ncbi.nlm.nih.gov/gene/?term=7317
DCTN1	DCTN1	dynactin subunit 1	1639	https://www.ncbi.nlm.nih.gov/gene/?term=1639
BCL2L1	BCL2L1	BCL2 like 1	598	https://www.ncbi.nlm.nih.gov/gene/?term=598
TOMM70	TOMM70	translocase of outer mitochondrial membrane 70	9868	https://www.ncbi.nlm.nih.gov/gene/?term=9868
ARL1	ARL1	ADP ribosylation factor like GTPase 1	400	https://www.ncbi.nlm.nih.gov/gene/?term=400
PLS3	PLS3	plastin 3	5358	https://www.ncbi.nlm.nih.gov/gene/?term=5358
DDX54	DDX54	DEAD-box helicase 54	79039	https://www.ncbi.nlm.nih.gov/gene/?term=79039
SFXN5	SFXN5	sideroflexin 5	94097	https://www.ncbi.nlm.nih.gov/gene/?term=94097
SLC35C1	SLC35C1	solute carrier family 35 member C1	55343	https://www.ncbi.nlm.nih.gov/gene/?term=55343
NAB2	NAB2	NGFI-A binding protein 2	4665	https://www.ncbi.nlm.nih.gov/gene/?term=4665
ZNF16	ZNF16	zinc finger protein 16	7564	https://www.ncbi.nlm.nih.gov/gene/?term=7564
YIPF5	YIPF5	Yip1 domain family member 5	81555	https://www.ncbi.nlm.nih.gov/gene/?term=81555
LINC01534	LINC01534	long intergenic non-protein coding RNA 1534	101927621	https://www.ncbi.nlm.nih.gov/gene/?term=101927621
BRF1	BRF1	BRF1, RNA polymerase III transcription initiation factor subunit	2972	https://www.ncbi.nlm.nih.gov/gene/?term=2972
ABRAXAS1	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	84142	https://www.ncbi.nlm.nih.gov/gene/?term=84142
RNF150	RNF150	ring finger protein 150	57484	https://www.ncbi.nlm.nih.gov/gene/?term=57484
CEP68	CEP68	centrosomal protein 68	23177	https://www.ncbi.nlm.nih.gov/gene/?term=23177
UQCRHL	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	440567	https://www.ncbi.nlm.nih.gov/gene/?term=440567
DGLUCY	DGLUCY	D-glutamate cyclase	80017	https://www.ncbi.nlm.nih.gov/gene/?term=80017
UBE2G2	UBE2G2	ubiquitin conjugating enzyme E2 G2	7327	https://www.ncbi.nlm.nih.gov/gene/?term=7327
CYTH3	CYTH3	cytohesin 3	9265	https://www.ncbi.nlm.nih.gov/gene/?term=9265
NIPBL	NIPBL	NIPBL, cohesin loading factor	25836	https://www.ncbi.nlm.nih.gov/gene/?term=25836
FDPS	FDPS	farnesyl diphosphate synthase	2224	https://www.ncbi.nlm.nih.gov/gene/?term=2224
RPS6KA2	RPS6KA2	ribosomal protein S6 kinase A2	6196	https://www.ncbi.nlm.nih.gov/gene/?term=6196
SH3GLB1	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	51100	https://www.ncbi.nlm.nih.gov/gene/?term=51100
TTC31	TTC31	tetratricopeptide repeat domain 31	64427	https://www.ncbi.nlm.nih.gov/gene/?term=64427
SSH1	SSH1	slingshot protein phosphatase 1	54434	https://www.ncbi.nlm.nih.gov/gene/?term=54434
ZNF385A	ZNF385A	zinc finger protein 385A	25946	https://www.ncbi.nlm.nih.gov/gene/?term=25946
TMEM43	TMEM43	transmembrane protein 43	79188	https://www.ncbi.nlm.nih.gov/gene/?term=79188
SLC29A3	SLC29A3	solute carrier family 29 member 3	55315	https://www.ncbi.nlm.nih.gov/gene/?term=55315
KPTN	KPTN	kaptin, actin binding protein	11133	https://www.ncbi.nlm.nih.gov/gene/?term=11133
CDK17	CDK17	cyclin dependent kinase 17	5128	https://www.ncbi.nlm.nih.gov/gene/?term=5128
SCYL1	SCYL1	SCY1 like pseudokinase 1	57410	https://www.ncbi.nlm.nih.gov/gene/?term=57410
PIH1D1	PIH1D1	PIH1 domain containing 1	55011	https://www.ncbi.nlm.nih.gov/gene/?term=55011
FAHD2A	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A	51011	https://www.ncbi.nlm.nih.gov/gene/?term=51011
UAP1	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	6675	https://www.ncbi.nlm.nih.gov/gene/?term=6675
TMEM131	TMEM131	transmembrane protein 131	23505	https://www.ncbi.nlm.nih.gov/gene/?term=23505
KLHL17	KLHL17	kelch like family member 17	339451	https://www.ncbi.nlm.nih.gov/gene/?term=339451
PYGO1	PYGO1	pygopus family PHD finger 1	26108	https://www.ncbi.nlm.nih.gov/gene/?term=26108
PDP2	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2	57546	https://www.ncbi.nlm.nih.gov/gene/?term=57546
SLC35B2	SLC35B2	solute carrier family 35 member B2	347734	https://www.ncbi.nlm.nih.gov/gene/?term=347734
ZSWIM7	ZSWIM7	zinc finger SWIM-type containing 7	125150	https://www.ncbi.nlm.nih.gov/gene/?term=125150
RAB23	RAB23	RAB23, member RAS oncogene family	51715	https://www.ncbi.nlm.nih.gov/gene/?term=51715
NR1D2	NR1D2	nuclear receptor subfamily 1 group D member 2	9975	https://www.ncbi.nlm.nih.gov/gene/?term=9975
PHC3	PHC3	polyhomeotic homolog 3	80012	https://www.ncbi.nlm.nih.gov/gene/?term=80012
RNF11	RNF11	ring finger protein 11	26994	https://www.ncbi.nlm.nih.gov/gene/?term=26994
RETSAT	RETSAT	retinol saturase	54884	https://www.ncbi.nlm.nih.gov/gene/?term=54884
ADAM10	ADAM10	ADAM metallopeptidase domain 10	102	https://www.ncbi.nlm.nih.gov/gene/?term=102
ANAPC13	ANAPC13	anaphase promoting complex subunit 13	25847	https://www.ncbi.nlm.nih.gov/gene/?term=25847
RRP7A	RRP7A	ribosomal RNA processing 7 homolog A	27341	https://www.ncbi.nlm.nih.gov/gene/?term=27341
HMGCR	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	3156	https://www.ncbi.nlm.nih.gov/gene/?term=3156
MTA3	MTA3	metastasis associated 1 family member 3	57504	https://www.ncbi.nlm.nih.gov/gene/?term=57504
VEGFD	VEGFD	vascular endothelial growth factor D	2277	https://www.ncbi.nlm.nih.gov/gene/?term=2277
DCAF6	DCAF6	DDB1 and CUL4 associated factor 6	55827	https://www.ncbi.nlm.nih.gov/gene/?term=55827
CEP41	CEP41	centrosomal protein 41	95681	https://www.ncbi.nlm.nih.gov/gene/?term=95681
ACAP2	ACAP2	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	23527	https://www.ncbi.nlm.nih.gov/gene/?term=23527
CCDC50	CCDC50	coiled-coil domain containing 50	152137	https://www.ncbi.nlm.nih.gov/gene/?term=152137
TAOK3	TAOK3	TAO kinase 3	51347	https://www.ncbi.nlm.nih.gov/gene/?term=51347
ECT2	ECT2	epithelial cell transforming 2	1894	https://www.ncbi.nlm.nih.gov/gene/?term=1894
UFL1	UFL1	UFM1 specific ligase 1	23376	https://www.ncbi.nlm.nih.gov/gene/?term=23376
RNMT	RNMT	RNA guanine-7 methyltransferase	8731	https://www.ncbi.nlm.nih.gov/gene/?term=8731
FAM86C2P	FAM86C2P	NA	645332	https://www.ncbi.nlm.nih.gov/gene/?term=645332
NUDT17	NUDT17	nudix hydrolase 17	200035	https://www.ncbi.nlm.nih.gov/gene/?term=200035
OSBPL1A	OSBPL1A	oxysterol binding protein like 1A	114876	https://www.ncbi.nlm.nih.gov/gene/?term=114876
DSTYK	DSTYK	dual serine/threonine and tyrosine protein kinase	25778	https://www.ncbi.nlm.nih.gov/gene/?term=25778
SEC22B	SEC22B	SEC22 homolog B, vesicle trafficking protein (gene/pseudogene)	9554	https://www.ncbi.nlm.nih.gov/gene/?term=9554
RNH1	RNH1	ribonuclease/angiogenin inhibitor 1	6050	https://www.ncbi.nlm.nih.gov/gene/?term=6050
SUMF2	SUMF2	sulfatase modifying factor 2	25870	https://www.ncbi.nlm.nih.gov/gene/?term=25870
LINC01004	LINC01004	long intergenic non-protein coding RNA 1004	100216546	https://www.ncbi.nlm.nih.gov/gene/?term=100216546
PFN2	PFN2	profilin 2	5217	https://www.ncbi.nlm.nih.gov/gene/?term=5217
PKN2	PKN2	protein kinase N2	5586	https://www.ncbi.nlm.nih.gov/gene/?term=5586
CORO1C	CORO1C	coronin 1C	23603	https://www.ncbi.nlm.nih.gov/gene/?term=23603
BTG2	BTG2	BTG anti-proliferation factor 2	7832	https://www.ncbi.nlm.nih.gov/gene/?term=7832
DST	DST	dystonin	667	https://www.ncbi.nlm.nih.gov/gene/?term=667
ZC3H7B	ZC3H7B	zinc finger CCCH-type containing 7B	23264	https://www.ncbi.nlm.nih.gov/gene/?term=23264
GUCY1B1	GUCY1B1	guanylate cyclase 1 soluble subunit beta 1	2983	https://www.ncbi.nlm.nih.gov/gene/?term=2983
PRKCI	PRKCI	protein kinase C iota	5584	https://www.ncbi.nlm.nih.gov/gene/?term=5584
ITPR2	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	3709	https://www.ncbi.nlm.nih.gov/gene/?term=3709
POMGNT2	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)	84892	https://www.ncbi.nlm.nih.gov/gene/?term=84892
SPOP	SPOP	speckle type BTB/POZ protein	8405	https://www.ncbi.nlm.nih.gov/gene/?term=8405
OSBP	OSBP	oxysterol binding protein	5007	https://www.ncbi.nlm.nih.gov/gene/?term=5007
RNF216	RNF216	ring finger protein 216	54476	https://www.ncbi.nlm.nih.gov/gene/?term=54476
AEBP1	AEBP1	AE binding protein 1	165	https://www.ncbi.nlm.nih.gov/gene/?term=165
ATG5	ATG5	autophagy related 5	9474	https://www.ncbi.nlm.nih.gov/gene/?term=9474
WASH7P	WASH7P	WAS protein family homolog 7, pseudogene	653635	https://www.ncbi.nlm.nih.gov/gene/?term=653635
DLK2	DLK2	delta like non-canonical Notch ligand 2	65989	https://www.ncbi.nlm.nih.gov/gene/?term=65989
WDR36	WDR36	WD repeat domain 36	134430	https://www.ncbi.nlm.nih.gov/gene/?term=134430
MAGEE1	MAGEE1	MAGE family member E1	57692	https://www.ncbi.nlm.nih.gov/gene/?term=57692
TSKU	TSKU	tsukushi, small leucine rich proteoglycan	25987	https://www.ncbi.nlm.nih.gov/gene/?term=25987
NBEAL1	NBEAL1	neurobeachin like 1	65065	https://www.ncbi.nlm.nih.gov/gene/?term=65065
ZKSCAN8	ZKSCAN8	zinc finger with KRAB and SCAN domains 8	7745	https://www.ncbi.nlm.nih.gov/gene/?term=7745
GTF2H5	GTF2H5	general transcription factor IIH subunit 5	404672	https://www.ncbi.nlm.nih.gov/gene/?term=404672
RANBP2	RANBP2	RAN binding protein 2	5903	https://www.ncbi.nlm.nih.gov/gene/?term=5903
PIGQ	PIGQ	phosphatidylinositol glycan anchor biosynthesis class Q	9091	https://www.ncbi.nlm.nih.gov/gene/?term=9091
FAM161B	FAM161B	FAM161B, centrosomal protein	145483	https://www.ncbi.nlm.nih.gov/gene/?term=145483
NRDC	NRDC	nardilysin convertase	4898	https://www.ncbi.nlm.nih.gov/gene/?term=4898
PIGS	PIGS	phosphatidylinositol glycan anchor biosynthesis class S	94005	https://www.ncbi.nlm.nih.gov/gene/?term=94005
AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	10939	https://www.ncbi.nlm.nih.gov/gene/?term=10939
SLC35D1	SLC35D1	solute carrier family 35 member D1	23169	https://www.ncbi.nlm.nih.gov/gene/?term=23169
VCPIP1	VCPIP1	valosin containing protein interacting protein 1	80124	https://www.ncbi.nlm.nih.gov/gene/?term=80124
SLC6A6	SLC6A6	solute carrier family 6 member 6	6533	https://www.ncbi.nlm.nih.gov/gene/?term=6533
CES2	CES2	carboxylesterase 2	8824	https://www.ncbi.nlm.nih.gov/gene/?term=8824
MRTFA	MRTFA	myocardin related transcription factor A	57591	https://www.ncbi.nlm.nih.gov/gene/?term=57591
PKP4	PKP4	plakophilin 4	8502	https://www.ncbi.nlm.nih.gov/gene/?term=8502
RITA1	RITA1	RBPJ interacting and tubulin associated 1	84934	https://www.ncbi.nlm.nih.gov/gene/?term=84934
GEMIN4	GEMIN4	gem nuclear organelle associated protein 4	50628	https://www.ncbi.nlm.nih.gov/gene/?term=50628
ZNF295-AS1	ZNF295-AS1	ZNF295 antisense RNA 1	150142	https://www.ncbi.nlm.nih.gov/gene/?term=150142
MYD88	MYD88	MYD88, innate immune signal transduction adaptor	4615	https://www.ncbi.nlm.nih.gov/gene/?term=4615
CHCHD7	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	79145	https://www.ncbi.nlm.nih.gov/gene/?term=79145
EVI5	EVI5	ecotropic viral integration site 5	7813	https://www.ncbi.nlm.nih.gov/gene/?term=7813
LRRC34	LRRC34	leucine rich repeat containing 34	151827	https://www.ncbi.nlm.nih.gov/gene/?term=151827
BECN1	BECN1	beclin 1	8678	https://www.ncbi.nlm.nih.gov/gene/?term=8678
